IGPCV;DENOMINACION;PROVINCIA;MUNICIPIO;UTMESTE;UTMNORTE;CODCLASIFICACION;CLASIFICACION;CODCATEGORIA;CATEGORIA
"12.129-9999-000002";"Masía Fortificada Torre Barreda";"CASTELLÓN";"VILAFRANCA";"4480141";"737139";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.129-9999-000003";"Escudo Histórico de Vilafranca / Villafranca del Cid";"CASTELLÓN";"VILAFRANCA";"4478695";"732666";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.129-9999-000004";"Escudo de los Peñarroja";"CASTELLÓN";"VILAFRANCA";"4478528";"732850";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.129-9999-000005";"Masía Fortificada Torre Fonso";"CASTELLÓN";"VILAFRANCA";"4481821";"730101";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.129-9999-000006";"Torre de Puebla de Bellestar";"CASTELLÓN";"VILAFRANCA";"4482712";"728007";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.129-9999-000007";"Masía Fortificada Torre de Don Blasco / Torre d'En Blasco";"CASTELLÓN";"VILAFRANCA";"4476047";"730911";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.129-9999-000010";"Iglesia Parroquial de Santa María Magdalena";"CASTELLÓN";"VILAFRANCA";"4478555";"732809";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.129-9999-000011";"Masía Fortificada Mas de Tena";"CASTELLÓN";"VILAFRANCA";"4482108";"732670";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.129-9999-000012";"Masía Fortificada Mas de Roig";"CASTELLÓN";"VILAFRANCA";"4483217";"732453";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.129-9999-000015";"Masía Fortificada Torre Leandra";"CASTELLÓN";"VILAFRANCA";"4475644";"731105";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.129-9999-000021";"Creu de les Eres";"CASTELLÓN";"VILAFRANCA";"4479625";"731966";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.129-9999-000022";"Creu del Llosar";"CASTELLÓN";"VILAFRANCA";"4480615";"731315";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.130-9999-000004";"Castillo de Villahermosa del Río";"CASTELLÓN";"VILLAHERMOSA DEL RÍO";"4453357";"719784";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.131-9999-000001";"Castillo de Villamalur";"CASTELLÓN";"VILLAMALUR";"4426854";"722791";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.132-9999-000040";"Yacimiento l'Hostalot Ildum";"CASTELLÓN";"VILANOVA D'ALCOLEA";"4460369";"761576";1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"12.135-9999-000004";"Plaza Jaime I El Conquistador";"CASTELLÓN";"VILA-REAL";"4424825";"747719";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.135-9999-000005";"Iglesia Arciprestal de San Jaime Apóstol";"CASTELLÓN";"VILA-REAL";"4424942";"747666";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.135-9999-000006";"Murallas de Villareal";"CASTELLÓN";"VILA-REAL";"4424624";"747660";1;"Bienes inmuebles 1ª";;
"12.135-9999-000008";"Puente de Santa Quiteria";"CASTELLÓN";"VILA-REAL";"4426665";"748154";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.135-9999-000009";"Pont Nou sobre el río Mijares entre Almassora y Vila-real";"CASTELLÓN";"VILA-REAL";"4426408";"749205";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.136-9999-000003";"Castillo de La Vilavella";"CASTELLÓN";"VILAVELLA (LA)";"4416264";"740489";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.138-9999-000021";"Iglesia Parroquial de la Asunción de María";"CASTELLÓN";"VINARÒS";"4485845";"794631";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.138-9999-000023";"Torre de los Moros";"CASTELLÓN";"VINARÒS";"4489356";"790951";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.138-9999-000025";"Torre de Sol del Ríu";"CASTELLÓN";"VINARÒS";"4491723";"797373";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.138-9999-000027";"Poblado Ibérico Puig de la Misericordia";"CASTELLÓN";"VINARÒS";;;1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"12.138-9999-000031";"Murallas de Vinaròs";"CASTELLÓN";"VINARÒS";"4485605";"794275";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.139-9999-000005";"Castillo y murallas de Vistabella del Maestrazgo";"CASTELLÓN";"VISTABELLA DEL MAESTRAT";"4463958";"730101";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.139-9999-000006";"Castell de Boi";"CASTELLÓN";"VISTABELLA DEL MAESTRAT";"4468739";"733987";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.139-9999-000007";"Santuario de San Juan Bautista de Penyagolosa y Santa Bárbara";"CASTELLÓN";"VISTABELLA DEL MAESTRAT";"4458973";"724979";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.139-9999-000008";"Iglesia Parroquial de la Asunción de Nuestra Señora";"CASTELLÓN";"VISTABELLA DEL MAESTRAT";"4463895";"730181";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.139-9999-000015";"Escudo de los Polo de Bernabé";"CASTELLÓN";"VISTABELLA DEL MAESTRAT";;;1;"Bienes inmuebles 1ª";4;"Monumento"
"12.139-9999-000016";"Escudo de la calle Sant Roc nº 3";"CASTELLÓN";"VISTABELLA DEL MAESTRAT";;;1;"Bienes inmuebles 1ª";4;"Monumento"
"12.139-9999-000017";"Escudo de la calle Forn Vell nº 8";"CASTELLÓN";"VISTABELLA DEL MAESTRAT";;;1;"Bienes inmuebles 1ª";4;"Monumento"
"12.139-9999-000018";"Escudo de los Polo de Bernabé del raval de Nuestra Señora de Loreto";"CASTELLÓN";"VISTABELLA DEL MAESTRAT";;;1;"Bienes inmuebles 1ª";4;"Monumento"
"12.139-9999-000019";"Escudo de los Monferrer";"CASTELLÓN";"VISTABELLA DEL MAESTRAT";;;1;"Bienes inmuebles 1ª";4;"Monumento"
"12.140-9999-000001";"La Torre";"CASTELLÓN";"VIVER";"4420608";"705099";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.140-9999-000024";"Murallas de Viver";"CASTELLÓN";"VIVER";;;1;"Bienes inmuebles 1ª";;
"12.141-9999-000002";"Santuario de la Virgen de la Balma";"CASTELLÓN";"ZORITA DEL MAESTRAZGO";"4514372";"738451";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.141-9999-000003";"Castillo-Palacio de Los Peralta";"CASTELLÓN";"ZORITA DEL MAESTRAZGO";"4512531";"739304";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.142-9999-000005";"Masía y Torre de la Chirivilla";"CASTELLÓN";"ZUCAINA";"4446545";"717681";1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"12.901-9999-000001";"Masía Fortificada Torre de la Regenta";"CASTELLÓN";"ALQUERIES (LES)";"4418923";"747174";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.001-9999-000001";"Castillo de Ademuz";"VALENCIA";"ADEMUZ";"4435855";"646055";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.005-9999-000001";"Palacio de los Aguilar";"VALENCIA";"ALAQUÀS";"4370668";"718808";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.006-9999-000001";"Castell Vell de Albaida";"VALENCIA";"ALBAIDA";"4299974";"715648";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.006-9999-000002";"Cruz de término de les Eres";"VALENCIA";"ALBAIDA";"4301656";"715351";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.006-9999-000003";"Castillo - Palacio de los Milán de Aragón";"VALENCIA";"ALBAIDA";"4302192";"715286";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.006-9999-000007";"Murallas de Albaida";"VALENCIA";"ALBAIDA";"4302137";"715304";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.007-9999-000003";"Torre Árabe";"VALENCIA";"ALBAL";"4363843";"722577";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.009-9999-000001";"Palau dels Sorells";"VALENCIA";"ALBALAT DELS SORELLS";"4380541";"727967";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.010-9999-000001";"Castillo del Piló";"VALENCIA";"ALBALAT DELS TARONGERS";"4397356";"728252";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.010-9999-000002";"Castillo Palacio";"VALENCIA";"ALBALAT DELS TARONGERS";"4398123";"728281";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.015-9999-000001";"Castillo Palacio de la Baronía";"VALENCIA";"ALCÀSSER";"4360935";"720074";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.017-9999-000001";"Monasterio Fortificado de Nuestra Señora de la Murta";"VALENCIA";"ALZIRA";"4334397";"728109";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.017-9999-000003";"Iglesia Parroquial de Santa Catalina Virgen y Mártir";"VALENCIA";"ALZIRA";"4336723";"721146";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.017-9999-000004";"Casa Consistorial";"VALENCIA";"ALZIRA";"4336781";"721126";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.017-9999-000009";"Escudo de los Júdici de Acharte Blanes";"VALENCIA";"ALZIRA";"4336798";"721049";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.017-9999-000010";"Escudo en el Edificio en la calle San Roque, 8";"VALENCIA";"ALZIRA";"4336779";"721107";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.017-9999-000011";"Escudo en el Edificio de la calle San Roque, 13";"VALENCIA";"ALZIRA";"4336767";"721100";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.017-9999-000012";"Escudo en la Iglesia del Monasterio de Santa Lucía";"VALENCIA";"ALZIRA";"4336793";"720980";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.017-9999-000013";"Escudo en el Palacio de Casassús";"VALENCIA";"ALZIRA";"4336765";"720961";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.017-9999-000014";"Recinto Amurallado de Alzira";"VALENCIA";"ALZIRA";"4336806";"720914";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.017-9999-000020";"Cruz Cubierta de Alzira";"VALENCIA";"ALZIRA";"4338587";"720712";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.017-9999-000049";"Conjunto La Villa";"VALENCIA";"ALZIRA";"4336792";"720950";1;"Bienes inmuebles 1ª";1;"Conjunto histórico"
"46.019-9999-000001";"Iglesia Parroquial de San Andrés Apóstol";"VALENCIA";"ALCÚDIA (L')";"4341458";"715351";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.022-9999-000001";"Sindicato Arrocero";"VALENCIA";"ALFAFAR";"4366848";"724695";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.023-9999-000002";"Castillo de Palma";"VALENCIA";"ALFAUIR";"4312271";"739338";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.023-9999-000004";"Torre de Alfauir";"VALENCIA";"ALFAUIR";"4312341";"738270";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.023-9999-000007";"Antiguo Monasterio de San Jerónimo de Cotalba";"VALENCIA";"ALFAUIR";"4313806";"738675";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.025-9999-000002";"Castillo de la Señoría";"VALENCIA";"ALFARA DEL PATRIARCA";"4380433";"724672";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.025-9999-000017";"Campana de senyals de la parroquia de San Bartolomé de Alfara del Patriarca";"VALENCIA";"ALFARA DEL PATRIARCA";;;2;"Bienes muebles 1ª";18;"Individual (mueble)"
"46.025-9999-000018";"Casa de la Serena o de la Sirena";"VALENCIA";"ALFARA DEL PATRIARCA";"4378957";"724747";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.026-9999-000001";"Castillo";"VALENCIA";"ALFARB";"4350411";"710546";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.028-9999-000001";"Antigua Torre Defensiva de Algar de Palancia";"VALENCIA";"ALGAR DE PALANCIA";"4406802";"725409";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.029-9999-000001";"Iglesia Parroquial de San Jaime Apóstol";"VALENCIA";"ALGEMESÍ";"4340904";"721392";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.031-9999-000001";"Escudo de la Torre Luengo";"VALENCIA";"ALGINET";"4347454";"720379";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.031-9999-000015";"Palacio fortaleza del señorío de Alginet";"VALENCIA";"ALGINET";"4348839";"718307";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.033-9999-000001";"Castillo de Vilella";"VALENCIA";"ALMISERÀ";"4312511";"734019";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.034-9999-000001";"Alquería Fortificada El Trinquet";"VALENCIA";"ALMOINES";"4314580";"744878";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.035-9999-000001";"Torre Racef";"VALENCIA";"ALMUSSAFES";"4352152";"723048";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.036-9999-000001";"Castillo y Murallas";"VALENCIA";"ALPUENTE";"4415951";"669982";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.036-9999-000002";"Castillo del Poyo";"VALENCIA";"ALPUENTE";"4423973";"666770";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.036-9999-000003";"Acueducto Los Arcos";"VALENCIA";"ALPUENTE";"4417822";"670777";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.036-9999-000004";"Emblema de Jesús de Alpuente";"VALENCIA";"ALPUENTE";"4423263";"671619";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.036-9999-000005";"Emblema de Jesús y María de 1565";"VALENCIA";"ALPUENTE";"4415880";"669835";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.036-9999-000006";"Escudo con Cruz";"VALENCIA";"ALPUENTE";"4415770";"669905";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.036-9999-000007";"Escudo de los Martínez de Raga de la Masía Benacatazera";"VALENCIA";"ALPUENTE";"4419965";"664970";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.036-9999-000008";"Yacimiento Paleontológico Cañada Paris II";"VALENCIA";"ALPUENTE";"4418342";"669570";1;"Bienes inmuebles 1ª";7;"Zona paleontológica"
"46.036-9999-000009";"Escudo de los Martínez de la Raga";"VALENCIA";"ALPUENTE";"4415918";"669812";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.036-9999-000010";"Escudo de los Villarrasa";"VALENCIA";"ALPUENTE";"4415859";"669827";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.036-9999-000011";"Escudo de la Villa de Alpuente";"VALENCIA";"ALPUENTE";"4415834";"669940";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.036-9999-000021";"Yacimiento icnológico de Corcolilla";"VALENCIA";"ALPUENTE";"4422429";"670299";1;"Bienes inmuebles 1ª";7;"Zona paleontológica"
"46.036-9999-000022";"Yacimiento icnológico de La Arquela";"VALENCIA";"ALPUENTE";"4420635";"668038";1;"Bienes inmuebles 1ª";7;"Zona paleontológica"
"46.036-9999-000023";"Yacimiento icnológico de Losilla";"VALENCIA";"ALPUENTE";"4426636";"664721";1;"Bienes inmuebles 1ª";7;"Zona paleontológica"
"46.036-9999-000024";"Yacimiento icnológico de Vizcota";"VALENCIA";"ALPUENTE";"4421728";"666143";1;"Bienes inmuebles 1ª";7;"Zona paleontológica"
"46.036-9999-000040";"Emblema de Jesús y María, año 1629, de la masía de Benacatazara";"VALENCIA";"ALPUENTE";"4419954";"664967";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.038-9999-000001";"Iglesia Parroquial de la Asunción de Nuestra Señora";"VALENCIA";"ANDILLA";"4411841";"687106";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.038-9999-000002";"Castillo y Murallas";"VALENCIA";"ANDILLA";"4411910";"686983";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.039-9999-000001";"Castillo Palacio de los Condes de Cervellón";"VALENCIA";"ANNA";"4321864";"704082";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.040-9999-000001";"Torre del Palacio de Antella";"VALENCIA";"ANTELLA";"4328282";"708241";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.041-9999-000001";"Escudo de la familia del Santo Oficio Polo";"VALENCIA";"ARAS DE LOS OLMOS";"4421082";"659553";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.041-9999-000002";"Emblema de Jesús de Aras de los Olmos";"VALENCIA";"ARAS DE LOS OLMOS";"4421110";"659452";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.041-9999-000003";"Escudo Real de Aragón y Valencia";"VALENCIA";"ARAS DE LOS OLMOS";"4421047";"659565";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.041-9999-000004";"Emblema de Jesús y María de Pedro Cubas";"VALENCIA";"ARAS DE LOS OLMOS";"4421191";"659464";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.041-9999-000005";"Escudo de la Plaza del Olmo 7";"VALENCIA";"ARAS DE LOS OLMOS";"4420981";"659538";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.041-9999-000006";"Emblema Jesús y María con leyenda";"VALENCIA";"ARAS DE LOS OLMOS";"4421053";"659498";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.041-9999-000007";"Escudo de la calle Caballeros 14 y 16A";"VALENCIA";"ARAS DE LOS OLMOS";"4421081";"659555";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.041-9999-000008";"Escudo de los Martínez de la Raga";"VALENCIA";"ARAS DE LOS OLMOS";"4421148";"659520";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.041-9999-000009";"Emblema de Jesús y María de 1693";"VALENCIA";"ARAS DE LOS OLMOS";"4421213";"659472";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.041-9999-000010";"Escudo Casa Abadía";"VALENCIA";"ARAS DE LOS OLMOS";"4421029";"659620";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.041-9999-000011";"Escudo del año 1624";"VALENCIA";"ARAS DE LOS OLMOS";"4420980";"659567";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.041-9999-000016";"Torre del Cortijo";"VALENCIA";"ARAS DE LOS OLMOS";"4420983";"659620";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.042-9999-000001";"Castillo Palacio de Aielo de Malferit";"VALENCIA";"AIELO DE MALFERIT";"4305844";"708853";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.043-9999-000001";"Castillo de Rugat";"VALENCIA";"AIELO DE RUGAT";"4306114";"730899";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.044-9999-000001";"Iglesia Parroquial de la Asunción de Nuestra Señora";"VALENCIA";"AYORA";"4325226";"668144";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.044-9999-000002";"Iglesia de Santa María La Mayor";"VALENCIA";"AYORA";"4325102";"668249";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.044-9999-000003";"Castillo de Ayora";"VALENCIA";"AYORA";"4325041";"668248";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.044-9999-000007";"Cruz Cubierta";"VALENCIA";"AYORA";"4324576";"668687";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.044-9999-000015";"Castellar de la Meca";"VALENCIA";"AYORA";"4313958";"659582";1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"46.044-9999-000026";"Campana San Andrés de la parroquia de la Asunción de Ayora";"VALENCIA";"AYORA";;;2;"Bienes muebles 1ª";18;"Individual (mueble)"
"46.047-9999-000002";"Torre del desaparecido Castillo Palacio de los Bellvís";"VALENCIA";"BÈLGIDA";"4304140";"719118";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.049-9999-000004";"Canal de Bellús a Xàtiva";"VALENCIA";"BELLÚS";"4315107";"717675";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.051-9999-000003";"Castellet de Abenaduf";"VALENCIA";"BENAGUASIL";"4383021";"705283";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.051-9999-000004";"Castillo de Benaguasil";"VALENCIA";"BENAGUASIL";"4385569";"707407";1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"46.051-9999-000005";"Murallas de Benaguacil";"VALENCIA";"BENAGUASIL";"4385466";"707343";1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"46.052-9999-000001";"Torre de Benavites";"VALENCIA";"BENAVITES";"4402552";"735001";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.056-9999-000002";"Castillo de la Carbonera";"VALENCIA";"BENIATJAR";"4301692";"722684";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.059-9999-000005";"Castillo de Marinyén";"VALENCIA";"BENIFAIRÓ DE LA VALLDIGNA";"4325669";"735735";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.060-9999-000002";"Torre de la Plaza";"VALENCIA";"BENIFAIÓ";"4351555";"721907";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.060-9999-000003";"Torre Muza";"VALENCIA";"BENIFAIÓ";"4352036";"721486";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.062-9999-000001";"Iglesia Parroquial de San Miguel Arcángel";"VALENCIA";"BENIGÀNIM";"4313660";"721543";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.067-9999-000001";"Castillo de Benisanó";"VALENCIA";"BENISSANÓ";"4387750";"707894";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.069-9999-000001";"Castillo Palacio de los Bellvís";"VALENCIA";"BENISSUERA";"4310086";"718736";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.070-9999-000001";"Castillo Palacio de los Boil";"VALENCIA";"BÉTERA";"4385612";"717842";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.070-9999-000003";"Poblado Ibérico Amurallado del Tos Pelat";"VALENCIA";"BÉTERA";"4382095";"721566";1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"46.070-9999-000004";"Restos Arqueológicos de la Alquería islámica de Bofilla y su Torre";"VALENCIA";"BÉTERA";"4384315";"720796";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.070-9999-000018";"Campana Santa María de la parroquia de la Purísima de Bétera";"VALENCIA";"BÉTERA";;;2;"Bienes muebles 1ª";18;"Individual (mueble)"
"46.071-9999-000001";"Castillo Palacio del Señor de Bicorp";"VALENCIA";"BICORP";"4333706";"691261";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.071-9999-000002";"Fuerte de las Pedrizas";"VALENCIA";"BICORP";"4334934";"690211";1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"46.071-9999-000004";"Yacimiento icnológico del Barranco del Randero";"VALENCIA";"BICORP";"4336892";"690619";1;"Bienes inmuebles 1ª";7;"Zona paleontológica"
"46.072-9999-000002";"Casco Antiguo de la Villa (barrio Medieval)";"VALENCIA";"BOCAIRENT";"4293725";"707748";1;"Bienes inmuebles 1ª";1;"Conjunto histórico"
"46.072-9999-000004";"Torre de Mariola";"VALENCIA";"BOCAIRENT";"4291785";"714093";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.072-9999-000006";"Covetes dels Moros";"VALENCIA";"BOCAIRENT";"4294012";"707902";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.072-9999-000025";"Murallas de Bocairent";"VALENCIA";"BOCAIRENT";;;1;"Bienes inmuebles 1ª";;
"46.073-9999-000001";"Castillo";"VALENCIA";"BOLBAITE";"4326376";"701110";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.077-9999-000001";"Castillo";"VALENCIA";"BUÑOL";"4365585";"690243";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.077-9999-000002";"Torre de Telegrafía Óptica de Buñol";"VALENCIA";"BUÑOL";"4367633";"687902";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.078-9999-000001";"Los Silos";"VALENCIA";"BURJASSOT";"4376469";"722513";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.078-9999-000002";"Colegio Mayor San Juan de Ribera";"VALENCIA";"BURJASSOT";"4376028";"723025";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.079-9999-000009";"El Castillo / La Torreta";"VALENCIA";"CALLES";"4406507";"678936";1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"46.079-9999-000023";"Cerro del Nido del Águila";"VALENCIA";"CALLES";"4398470";"674361";1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"46.079-9999-000026";"Acueducto de Peña Cortada";"VALENCIA";"CALLES";"4401926";"674084";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.080-9999-000004";"Yacimiento Arqueológico de El Molón";"VALENCIA";"CAMPORROBLES";"4392038";"637538";1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"46.081-9999-000001";"Torre y Murallas de los Borja";"VALENCIA";"CANALS";"4314655";"708881";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.082-9999-000003";"Murallas de Canet d'en Berenguer";"VALENCIA";"CANET D'EN BERENGUER";;;1;"Bienes inmuebles 1ª";;
"46.083-9999-000002";"Convento de Aguas Vivas";"VALENCIA";"CARCAIXENT";"4329997";"728807";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.083-9999-000003";"Ermita de San Roque de Ternils";"VALENCIA";"CARCAIXENT";"4332051";"718471";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.083-9999-000004";"Iglesia Parroquial de San Bartolomé";"VALENCIA";"CARCAIXENT";"4332199";"719349";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.083-9999-000006";"Escudo de los Talens Albelda";"VALENCIA";"CARCAIXENT";"4331076";"719031";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.083-9999-000026";"Escudo de los García Oquendo";"VALENCIA";"CARCAIXENT";"4333332";"720297";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.083-9999-000027";"Escudo de los Talens Albelda del Huerto de San Antonio";"VALENCIA";"CARCAIXENT";"4332820";"721417";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.083-9999-000028";"Escudo de los Bru";"VALENCIA";"CARCAIXENT";"4333278";"720278";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.083-9999-000029";"Escudo de Doña María Antonia Talens Mezquita, la Marqueseta";"VALENCIA";"CARCAIXENT";"4333489";"720370";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.083-9999-000030";"Escudo de Franses Pablo";"VALENCIA";"CARCAIXENT";"4333406";"720228";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.083-9999-000031";"Escudo de los Gisbert";"VALENCIA";"CARCAIXENT";"4333331";"720317";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.083-9999-000032";"Escudo de los Colomina García";"VALENCIA";"CARCAIXENT";"4332805";"721285";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.083-9999-000033";"Escudo de los Armengol";"VALENCIA";"CARCAIXENT";"4334145";"720350";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.083-9999-000034";"Escudo municipal de la villa real de Carcaixent";"VALENCIA";"CARCAIXENT";"4333471";"720365";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.083-9999-000035";"Emblema de María";"VALENCIA";"CARCAIXENT";"4333628";"720402";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.083-9999-000036";"Campana la Gran de la parroquia de San Bartolomé de Cogullada (Carcaixent)";"VALENCIA";"CARCAIXENT";;;2;"Bienes muebles 1ª";18;"Individual (mueble)"
